id,referee,timezone,date,venue_id,venue_name,venue_city,season,round,home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime,home_goals_extra_time,away_goals_extratime,home_goals_penalty,away_goals_penalty
143645,"Leon Vicente Barajas Anzures, Mexico",UTC,2017-02-04T23:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 5,Cruz Azul,Club Queretaro,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143646,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-02-05T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 5,Monarcas,Club America,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
143647,"Jorge Antonio Perez Duran, Mexico",UTC,2017-02-05T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 5,Tigres UANL,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143648,"Oscar Macias, Mexico",UTC,2017-02-05T01:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 5,Leon,Club Tijuana,False,True,2.0,4.0,1.0,2.0,2.0,4.0,,,,
143649,"Fernando Guerrero Ramirez, Mexico",UTC,2017-02-05T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 5,Necaxa,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143650,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-02-05T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 5,U.N.A.M. - Pumas,Pachuca,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143651,"Fernando Hernandez, Mexico",UTC,2017-02-05T22:00:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 5,Guadalajara Chivas,Santos Laguna,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143652,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-02-11T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 6,Club Tijuana,Necaxa,False,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,
143653,"Jonathan Hernandez Juarez, Mexico",UTC,2017-02-11T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 6,Club Queretaro,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143654,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-02-12T01:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 6,Atlas,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143655,"Jose Penaloza, Mexico",UTC,2017-02-12T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 6,Monterrey,U.N.A.M. - Pumas,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143656,"Erick Yair Miranda Galindo, Mexico",UTC,2017-02-12T01:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 6,Pachuca,Tigres UANL,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143657,"Eduardo Galvan Basulto, Mexico",UTC,2017-02-12T03:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 6,Club America,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143658,"Luis Santander, Mexico",UTC,2017-02-12T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 6,Toluca,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143659,"Oscar Macias, Mexico",UTC,2017-02-12T23:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 6,Jaguares de Chiapas,Monarcas,False,True,1.0,2.0,1.0,2.0,1.0,2.0,,,,
143660,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-02-13T00:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 6,Santos Laguna,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143661,"Oscar Macias, Mexico",UTC,2017-02-18T03:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 7,Veracruz,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,
143662,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-02-18T23:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 7,Cruz Azul,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143663,"Diego Montano, Mexico",UTC,2017-02-19T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 7,Monterrey,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143664,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-02-19T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 7,Monarcas,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143665,"Roberto Rios Jacome, Mexico",UTC,2017-02-19T01:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 7,Leon,Santos Laguna,,,2.0,2.0,1.0,2.0,2.0,2.0,,,,
143666,"Jorge Antonio Perez Duran, Mexico",UTC,2017-02-19T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 7,Necaxa,Club Queretaro,False,True,1.0,4.0,1.0,2.0,1.0,4.0,,,,
143667,"Luis Santander, Mexico",UTC,2017-02-19T03:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 7,Guadalajara Chivas,Club America,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143668,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-02-19T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 7,U.N.A.M. - Pumas,Club Tijuana,,,3.0,3.0,0.0,1.0,3.0,3.0,,,,
143669,"Fernando Hernandez, Mexico",UTC,2017-02-19T22:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 7,Puebla,Jaguares de Chiapas,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
143670,"Jorge Antonio Perez Duran, Mexico",UTC,2017-02-25T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 8,Club Tijuana,Monterrey,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143671,"Eduardo Galvan Basulto, Mexico",UTC,2017-02-25T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 8,Club Queretaro,U.N.A.M. - Pumas,True,False,4.0,3.0,2.0,1.0,4.0,3.0,,,,
143672,"Jose Penaloza, Mexico",UTC,2017-02-26T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 8,Tigres UANL,Monarcas,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143673,"Fernando Hernandez, Mexico",UTC,2017-02-26T01:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 8,Atlas,Leon,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143674,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-02-26T01:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 8,Pachuca,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143675,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-02-26T03:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 8,Club America,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143676,"Oscar Macias, Mexico",UTC,2017-02-26T18:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 8,Toluca,Puebla,False,True,1.0,3.0,0.0,2.0,1.0,3.0,,,,
143677,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-02-26T23:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 8,Jaguares de Chiapas,Guadalajara Chivas,True,False,4.0,3.0,0.0,2.0,4.0,3.0,,,,
143678,"Luis Santander, Mexico",UTC,2017-02-27T00:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 8,Santos Laguna,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,
143679,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-03-04T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 9,Club Tijuana,Pachuca,False,True,2.0,3.0,1.0,0.0,2.0,3.0,,,,
143680,"Luis Santander, Mexico",UTC,2017-03-04T23:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 9,Cruz Azul,Jaguares de Chiapas,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143681,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-03-05T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 9,Monarcas,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143682,"Leon Vicente Barajas Anzures, Mexico",UTC,2017-03-05T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 9,Monterrey,Club Queretaro,True,False,4.0,1.0,1.0,1.0,4.0,1.0,,,,
143683,"Jose Penaloza, Mexico",UTC,2017-03-05T01:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 9,Leon,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143684,"Diego Montano, Mexico",UTC,2017-03-05T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 9,Necaxa,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143685,"Fernando Hernandez, Mexico",UTC,2017-03-05T03:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 9,Guadalajara Chivas,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143686,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-03-05T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 9,U.N.A.M. - Pumas,Santos Laguna,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
143687,"Miguel Angel Flores Rodriguez, Mexico",UTC,2017-03-05T18:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 9,Puebla,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
143688,"Erick Yair Miranda Galindo, Mexico",UTC,2017-04-12T00:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 10,Jaguares de Chiapas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143689,"Luis Santander, Mexico",UTC,2017-04-12T02:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 10,Veracruz,Puebla,True,False,3.0,2.0,2.0,0.0,3.0,2.0,,,,
143690,"Eduardo Galvan Basulto, Mexico",UTC,2017-04-12T02:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 10,Tigres UANL,Guadalajara Chivas,True,False,3.0,0.0,1.0,0.0,3.0,0.0,,,,
143691,"Miguel Angel Flores Rodriguez, Mexico",UTC,2017-04-13T00:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 10,Club Queretaro,Club Tijuana,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143692,"Oscar Macias, Mexico",UTC,2017-04-13T00:30:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 10,Santos Laguna,Monterrey,,,2.0,2.0,2.0,1.0,2.0,2.0,,,,
143693,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-04-13T02:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 10,Club America,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143694,"Fernando Hernandez, Mexico",UTC,2017-04-13T02:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 10,Pachuca,Monarcas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143695,"Roberto Rios Jacome, Mexico",UTC,2017-04-13T02:30:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 10,Atlas,U.N.A.M. - Pumas,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143696,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-04-14T02:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 10,Toluca,Cruz Azul,False,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,
143697,"Erick Yair Miranda Galindo, Mexico",UTC,2017-03-18T03:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 11,Club Tijuana,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143698,"Fernando Hernandez, Mexico",UTC,2017-03-18T23:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 11,Cruz Azul,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143699,"Diego Montano, Mexico",UTC,2017-03-18T23:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 11,Club Queretaro,Pachuca,True,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
143700,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-03-19T01:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 11,Monterrey,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,
143701,"Luis Santander, Mexico",UTC,2017-03-19T01:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 11,Leon,Toluca,False,True,2.0,3.0,1.0,1.0,2.0,3.0,,,,
143702,"Jose Penaloza, Mexico",UTC,2017-03-19T03:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 11,Necaxa,Jaguares de Chiapas,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
143703,"Oscar Macias, Mexico",UTC,2017-03-19T03:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 11,Guadalajara Chivas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143704,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-03-19T18:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 11,U.N.A.M. - Pumas,Club America,False,True,2.0,3.0,0.0,2.0,2.0,3.0,,,,
143705,"Jorge Antonio Perez Duran, Mexico",UTC,2017-03-20T00:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 11,Puebla,Monarcas,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143706,"Jose Penaloza, Mexico",UTC,2017-04-01T03:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 12,Veracruz,Cruz Azul,True,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
143707,"Miguel Angel Chacon Viveros, Mexico",UTC,2017-04-01T23:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 12,Jaguares de Chiapas,U.N.A.M. - Pumas,False,True,0.0,3.0,0.0,1.0,0.0,3.0,,,,
143708,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-04-02T01:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 12,Atlas,Club Tijuana,,,3.0,3.0,2.0,2.0,3.0,3.0,,,,
143709,"Roberto Rios Jacome, Mexico",UTC,2017-04-02T01:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 12,Tigres UANL,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143710,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-04-02T01:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 12,Monarcas,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143711,"Oscar Macias, Mexico",UTC,2017-04-02T01:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 12,Pachuca,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143712,"Diego Montano, Mexico",UTC,2017-04-02T03:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 12,Club America,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143713,"Eduardo Galvan Basulto, Mexico",UTC,2017-04-02T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 12,Toluca,Necaxa,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143714,"Fernando Hernandez, Mexico",UTC,2017-04-02T23:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 12,Santos Laguna,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143715,"Luis Santander, Mexico",UTC,2017-04-08T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 13,Club Tijuana,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143716,"Erick Yair Miranda Galindo, Mexico",UTC,2017-04-08T22:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 13,Cruz Azul,Monarcas,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,
143717,"Leon Vicente Barajas Anzures, Mexico",UTC,2017-04-08T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 13,Club Queretaro,Atlas,False,True,1.0,4.0,0.0,2.0,1.0,4.0,,,,
143718,"Miguel Angel Flores Rodriguez, Mexico",UTC,2017-04-09T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 13,Monterrey,Jaguares de Chiapas,True,False,4.0,1.0,2.0,0.0,4.0,1.0,,,,
143719,"Fernando Hernandez, Mexico",UTC,2017-04-09T00:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 13,Leon,Veracruz,True,False,4.0,0.0,0.0,0.0,4.0,0.0,,,,
143720,"Diego Montano, Mexico",UTC,2017-04-09T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 13,Necaxa,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143721,"Miguel Angel Chacon Viveros, Mexico",UTC,2017-04-09T02:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 13,Guadalajara Chivas,Puebla,True,False,3.0,2.0,0.0,2.0,3.0,2.0,,,,
143722,"Jorge Antonio Perez Duran, Mexico",UTC,2017-04-09T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 13,U.N.A.M. - Pumas,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143723,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-04-09T23:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 13,Santos Laguna,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143724,"Fernando Hernandez, Mexico",UTC,2017-04-15T22:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 14,Jaguares de Chiapas,Club Tijuana,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
143725,"Roberto Garcia Orozco, Mexico",UTC,2017-04-16T00:00:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 14,Veracruz,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143726,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-04-16T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 14,Monarcas,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143727,"Luis Santander, Mexico",UTC,2017-04-16T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 14,Tigres UANL,U.N.A.M. - Pumas,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
143728,"Eduardo Galvan Basulto, Mexico",UTC,2017-04-16T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 14,Atlas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
143729,"Jorge Antonio Perez Duran, Mexico",UTC,2017-04-16T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 14,Pachuca,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143730,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-04-16T02:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 14,Club America,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143731,"Erick Yair Miranda Galindo, Mexico",UTC,2017-04-16T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 14,Toluca,Monterrey,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
143732,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-04-16T23:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 14,Puebla,Cruz Azul,True,False,2.0,1.0,0.0,1.0,2.0,1.0,,,,
143733,"Roberto Rios Jacome, Mexico",UTC,2017-04-22T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 15,Club Tijuana,Toluca,True,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,
143734,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-04-22T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 15,Club Queretaro,Jaguares de Chiapas,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
143735,"Adonai Escobedo Gonzalez, Mexico",UTC,2017-04-22T22:00:00+00:00,,Estadio Azul,Mexico City,2016,Clausura - 15,Cruz Azul,Guadalajara Chivas,True,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,
143736,"Roberto Garcia Orozco, Mexico",UTC,2017-04-23T00:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 15,Monterrey,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143737,"Miguel Angel Chacon Viveros, Mexico",UTC,2017-04-23T00:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 15,Atlas,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143738,"Diego Montano, Mexico",UTC,2017-04-23T00:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 15,Leon,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143739,"Jorge Antonio Perez Duran, Mexico",UTC,2017-04-23T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 15,Necaxa,Monarcas,True,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,
143740,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-04-23T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 15,U.N.A.M. - Pumas,Veracruz,False,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,
143741,"Erick Yair Miranda Galindo, Mexico",UTC,2017-04-24T00:00:00+00:00,,Estadio TSM Corona,Torreon,2016,Clausura - 15,Santos Laguna,Club America,True,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,
143742,"Marco Antonio Ortiz Nava, Mexico",UTC,2017-04-29T01:30:00+00:00,,Estadio Luis Pirata Fuente,Veracruz,2016,Clausura - 16,Veracruz,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,
143743,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-04-29T22:00:00+00:00,1965.0,Estadio Victor Manuel Reyna,Tuxtla Gutierrez,2016,Clausura - 16,Jaguares de Chiapas,Santos Laguna,,,2.0,2.0,1.0,0.0,2.0,2.0,,,,
143744,"Jorge Antonio Perez Duran, Mexico",UTC,2017-04-30T00:00:00+00:00,,Estadio Universitario (UANL),Monterrey,2016,Clausura - 16,Tigres UANL,Club Tijuana,True,False,3.0,0.0,3.0,0.0,3.0,0.0,,,,
143745,"Oscar Macias, Mexico",UTC,2017-04-30T00:00:00+00:00,,Estadio Jose Maria Morelos y Pavon,Morelia,2016,Clausura - 16,Monarcas,U.N.A.M. - Pumas,True,False,4.0,0.0,1.0,0.0,4.0,0.0,,,,
143746,"Eduardo Galvan Basulto, Mexico",UTC,2017-04-30T00:06:00+00:00,,Estadio Miguel Hidalgo,Pachuca de Soto,2016,Clausura - 16,Pachuca,Cruz Azul,,,2.0,2.0,0.0,0.0,2.0,2.0,,,,
143747,"Miguel Angel Flores Rodriguez, Mexico",UTC,2017-04-30T00:06:00+00:00,,Estadio Akron,Guadalajara,2016,Clausura - 16,Guadalajara Chivas,Leon,,,1.0,1.0,0.0,0.0,1.0,1.0,,,,
143748,"Fernando Hernandez, Mexico",UTC,2017-04-30T02:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 16,Club America,Atlas,False,True,1.0,2.0,0.0,2.0,1.0,2.0,,,,
143749,"Miguel Angel Chacon Viveros, Mexico",UTC,2017-04-30T17:00:00+00:00,,Estadio Nemesio Diez,Toluca,2016,Clausura - 16,Toluca,Club Queretaro,False,True,1.0,2.0,1.0,0.0,1.0,2.0,,,,
143750,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-04-30T23:00:00+00:00,1082.0,Estadio Cuauhtemoc,Puebla,2016,Clausura - 16,Puebla,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
143751,"Erick Yair Miranda Galindo, Mexico",UTC,2017-05-06T22:00:00+00:00,1084.0,Estadio La Corregidora,Santiago de Queretaro,2016,Clausura - 17,Club Queretaro,Tigres UANL,False,True,1.0,5.0,0.0,2.0,1.0,5.0,,,,
143752,"Jorge Antonio Perez Duran, Mexico",UTC,2017-05-07T00:06:00+00:00,,Estadio Leon,Leon,2016,Clausura - 17,Leon,Cruz Azul,False,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
143753,"Paul Enrique Delgadillo Haro, Mexico",UTC,2017-05-07T02:00:00+00:00,1088.0,Estadio Caliente,Tijuana,2016,Clausura - 17,Club Tijuana,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
143754,"Jorge Isaac Rojas Castillo, Mexico",UTC,2017-05-07T02:00:00+00:00,,Estadio BBVA Bancomer,Monterrey,2016,Clausura - 17,Monterrey,Monarcas,False,True,1.0,2.0,0.0,1.0,1.0,2.0,,,,
143755,"Roberto Garcia Orozco, Mexico",UTC,2017-05-07T02:00:00+00:00,1071.0,Estadio Jalisco,Guadalajara,2016,Clausura - 17,Atlas,Jaguares de Chiapas,False,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
143756,"Oscar Macias, Mexico",UTC,2017-05-07T02:00:00+00:00,,Estadio Azteca,Mexico City,2016,Clausura - 17,Club America,Pachuca,False,True,2.0,3.0,0.0,2.0,2.0,3.0,,,,
143757,"Cesar Arturo Ramos Palazuelos, Mexico",UTC,2017-05-07T02:00:00+00:00,,Estadio Victoria,Aguascalientes,2016,Clausura - 17,Necaxa,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
143758,"Fernando Hernandez, Mexico",UTC,2017-05-07T17:00:00+00:00,,Estadio Olimpico Universitario,Mexico City,2016,Clausura - 17,U.N.A.M. - Pumas,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
